@RELATION training_tutorial1

@ATTRIBUTE positionX NUMERIC
@ATTRIBUTE positionY NUMERIC
@ATTRIBUTE numGhosts NUMERIC
@ATTRIBUTE alive1 {True, False}
@ATTRIBUTE alive2 {True, False}
@ATTRIBUTE alive3 {True, False}
@ATTRIBUTE alive4 {True, False}
@ATTRIBUTE position1X NUMERIC
@ATTRIBUTE position1Y NUMERIC
@ATTRIBUTE position2X NUMERIC
@ATTRIBUTE position2Y NUMERIC
@ATTRIBUTE position3X NUMERIC
@ATTRIBUTE position3Y NUMERIC
@ATTRIBUTE position4X NUMERIC
@ATTRIBUTE position4Y NUMERIC
@ATTRIBUTE distance1 NUMERIC
@ATTRIBUTE distance2 NUMERIC
@ATTRIBUTE distance3 NUMERIC
@ATTRIBUTE distance4 NUMERIC
@ATTRIBUTE distanceNearestFood NUMERIC
@ATTRIBUTE actualScore NUMERIC
@ATTRIBUTE foodCount NUMERIC
@ATTRIBUTE movement {Stop, South, East, West, North}
@ATTRIBUTE nextScore NUMERIC
@ATTRIBUTE nextNumGhost NUMERIC
@ATTRIBUTE nextFoodCount NUMERIC

@data
5,8,2,True,True,False,False,1,8,3,9,5,1,7,1,4,3,-1,-1,-1,369,0,North,368,2,0
5,9,2,True,True,False,False,1,9,3,8,5,1,7,1,4,3,-1,-1,-1,368,0,North,367,2,0
5,8,2,True,True,False,False,1,8,3,8,5,1,7,1,4,2,-1,-1,-1,367,0,South,366,2,0
4,8,2,True,True,False,False,1,9,3,9,5,1,7,1,4,2,-1,-1,-1,366,0,West,565,1,0
3,8,1,True,False,False,False,1,9,3,1,5,1,7,1,3,-1,-1,-1,-1,565,0,West,564,1,0
3,9,1,True,False,False,False,1,8,3,1,5,1,7,1,3,-1,-1,-1,-1,564,0,North,563,1,0
3,8,1,True,False,False,False,1,8,3,1,5,1,7,1,2,-1,-1,-1,-1,563,0,South,762,0,0
2,8,0,False,False,False,False,1,8,3,1,5,1,7,1,-1,-1,-1,-1,-1,762,0,West,762,0,0
9,4,4,True,True,True,True,1,4,3,10,13,10,17,4,8,12,10,8,-1,-1,0,North,-2,4,0
8,4,4,True,True,True,True,1,4,3,10,13,10,17,4,7,11,11,9,-1,-2,0,West,-3,4,0
7,4,4,True,True,True,True,1,4,3,10,13,10,17,4,6,10,12,10,-1,-3,0,West,-4,4,0
6,4,4,True,True,True,True,1,4,3,10,13,10,17,4,5,9,13,11,-1,-4,0,West,-5,4,0
5,4,4,True,True,True,True,1,4,3,10,13,10,17,4,4,8,14,12,-1,-5,0,West,-6,4,0
4,4,4,True,True,True,True,1,4,3,10,13,10,17,4,3,7,15,13,-1,-6,0,West,-7,4,0
3,4,4,True,True,True,True,1,4,3,10,13,10,17,4,2,6,16,14,-1,-7,0,West,-8,4,0
2,4,4,True,True,True,True,1,4,3,10,13,10,17,4,1,7,17,15,-1,-8,0,West,191,3,0
1,4,3,False,True,True,True,1,1,3,10,13,10,17,4,-1,8,18,16,-1,191,0,West,190,3,0
1,5,3,False,True,True,True,1,1,3,10,13,10,17,4,-1,7,17,17,-1,190,0,North,189,3,0
1,6,3,False,True,True,True,1,1,3,10,13,10,17,4,-1,6,16,18,-1,189,0,North,188,3,0
1,7,3,False,True,True,True,1,1,3,10,13,10,17,4,-1,5,15,19,-1,188,0,North,187,3,0
1,8,3,False,True,True,True,1,1,3,10,13,10,17,4,-1,4,14,20,-1,187,0,North,186,3,0
1,9,3,False,True,True,True,1,1,3,10,13,10,17,4,-1,3,13,21,-1,186,0,North,185,3,0
1,10,3,False,True,True,True,1,1,3,10,13,10,17,4,-1,2,12,22,-1,185,0,North,184,3,0
2,10,3,False,True,True,True,1,1,3,10,13,10,17,4,-1,1,11,21,-1,184,0,East,383,2,0
3,10,2,False,False,True,True,1,1,3,1,13,10,17,4,-1,-1,10,20,-1,383,0,East,382,2,0
4,10,2,False,False,True,True,1,1,3,1,13,10,17,4,-1,-1,9,19,-1,382,0,East,381,2,0
5,10,2,False,False,True,True,1,1,3,1,13,10,17,4,-1,-1,8,18,-1,381,0,East,380,2,0
6,10,2,False,False,True,True,1,1,3,1,13,10,17,4,-1,-1,7,17,-1,380,0,East,379,2,0
7,10,2,False,False,True,True,1,1,3,1,13,10,17,4,-1,-1,6,16,-1,379,0,East,378,2,0
8,10,2,False,False,True,True,1,1,3,1,13,10,17,4,-1,-1,5,15,-1,378,0,East,377,2,0
9,10,2,False,False,True,True,1,1,3,1,13,10,17,4,-1,-1,4,14,-1,377,0,East,376,2,0
10,10,2,False,False,True,True,1,1,3,1,13,10,17,4,-1,-1,3,13,-1,376,0,East,375,2,0
11,10,2,False,False,True,True,1,1,3,1,13,10,17,4,-1,-1,2,12,-1,375,0,East,374,2,0
12,10,2,False,False,True,True,1,1,3,1,13,10,17,4,-1,-1,1,11,-1,374,0,East,573,1,0
13,10,1,False,False,False,True,1,1,3,1,5,1,17,4,-1,-1,-1,10,-1,573,0,East,572,1,0
13,9,1,False,False,False,True,1,1,3,1,5,1,17,4,-1,-1,-1,9,-1,572,0,South,571,1,0
13,8,1,False,False,False,True,1,1,3,1,5,1,17,4,-1,-1,-1,8,-1,571,0,South,570,1,0
13,7,1,False,False,False,True,1,1,3,1,5,1,17,4,-1,-1,-1,7,-1,570,0,South,569,1,0
13,6,1,False,False,False,True,1,1,3,1,5,1,17,4,-1,-1,-1,6,-1,569,0,South,568,1,0
13,5,1,False,False,False,True,1,1,3,1,5,1,17,4,-1,-1,-1,5,-1,568,0,South,567,1,0
13,4,1,False,False,False,True,1,1,3,1,5,1,17,4,-1,-1,-1,4,-1,567,0,South,566,1,0
14,4,1,False,False,False,True,1,1,3,1,5,1,17,4,-1,-1,-1,3,-1,566,0,East,565,1,0
15,4,1,False,False,False,True,1,1,3,1,5,1,17,4,-1,-1,-1,2,-1,565,0,East,564,1,0
16,4,1,False,False,False,True,1,1,3,1,5,1,17,4,-1,-1,-1,1,-1,564,0,East,763,0,0
17,4,0,False,False,False,False,1,1,3,1,5,1,17,4,-1,-1,-1,-1,-1,763,0,East,763,0,0
8,7,4,True,True,True,True,6,4,5,11,13,9,15,4,5,7,7,10,-1,-1,0,West,-2,4,0
8,6,4,True,True,True,True,6,4,5,10,13,9,15,4,4,7,8,10,-1,-2,0,South,-3,4,0
8,5,4,True,True,True,True,6,3,4,10,13,9,15,3,4,9,9,9,-1,-3,0,South,-4,4,0
8,4,4,True,True,True,True,6,3,4,10,14,9,15,3,3,10,11,8,-1,-4,0,South,-5,4,0
8,3,4,True,True,True,True,7,3,3,10,13,9,15,3,1,12,11,6,-1,-5,0,South,194,3,0
7,3,3,False,True,True,True,1,1,3,11,13,10,14,3,-1,12,13,6,-1,194,0,West,193,3,0
8,3,3,False,True,True,True,1,1,4,11,13,11,13,3,-1,12,13,5,-1,193,0,East,192,3,0
8,3,3,False,True,True,True,1,1,4,11,14,11,13,3,-1,12,14,4,-1,192,0,East,191,3,0
7,3,3,False,True,True,True,1,1,4,10,14,10,12,3,-1,10,14,6,-1,191,0,West,190,3,0
8,3,3,False,True,True,True,1,1,4,11,13,10,13,3,-1,12,12,6,-1,190,0,East,189,3,0
8,3,3,False,True,True,True,1,1,3,11,13,9,14,3,-1,13,11,6,-1,189,0,East,188,3,0
8,3,3,False,True,True,True,1,1,2,11,12,9,14,3,-1,14,10,7,-1,188,0,East,187,3,0
7,3,3,False,True,True,True,1,1,1,11,11,9,15,3,-1,14,10,8,-1,187,0,West,186,3,0
8,3,3,False,True,True,True,1,1,1,10,11,10,15,3,-1,14,10,8,-1,186,0,East,185,3,0
8,4,3,False,True,True,True,1,1,1,10,12,10,15,4,-1,13,10,8,-1,185,0,North,184,3,0
7,4,3,False,True,True,True,1,1,1,11,11,10,15,3,-1,13,10,10,-1,184,0,West,183,3,0
7,5,3,False,True,True,True,1,1,2,11,12,10,16,3,-1,11,10,11,-1,183,0,North,182,3,0
7,6,3,False,True,True,True,1,1,3,11,11,10,16,3,-1,9,8,11,-1,182,0,North,181,3,0
7,7,3,False,True,True,True,1,1,3,11,12,10,15,3,-1,8,8,12,-1,181,0,North,180,3,0
7,8,3,False,True,True,True,1,1,3,10,11,10,15,3,-1,6,6,14,-1,180,0,North,179,3,0
7,9,3,False,True,True,True,1,1,3,11,11,10,16,3,-1,6,5,14,-1,179,0,North,178,3,0
7,10,3,False,True,True,True,1,1,2,11,11,10,15,3,-1,6,4,14,-1,178,0,North,177,3,0
8,10,3,False,True,True,True,1,1,2,10,11,11,14,3,-1,6,4,14,-1,177,0,East,176,3,0
8,11,3,False,True,True,True,1,1,3,10,12,11,15,3,-1,6,4,16,-1,176,0,North,175,3,0
7,11,3,False,True,True,True,1,1,3,11,12,10,16,3,-1,4,6,16,-1,175,0,West,174,3,0
6,11,3,False,True,True,True,1,1,2,11,12,10,16,4,-1,4,7,18,-1,174,0,West,173,3,0
5,11,3,False,True,True,True,1,1,3,11,12,10,16,3,-1,2,8,19,-1,173,0,West,172,3,0
4,11,3,False,True,True,True,1,1,3,11,13,10,16,3,-1,1,10,19,-1,172,0,West,371,2,0
3,11,2,False,False,True,True,1,1,3,1,12,10,16,4,-1,-1,10,19,-1,371,0,West,370,2,0
3,10,2,False,False,True,True,1,1,3,1,12,11,15,4,-1,-1,10,19,-1,370,0,South,369,2,0
3,11,2,False,False,True,True,1,1,3,1,12,11,15,3,-1,-1,9,19,-1,369,0,North,368,2,0
4,11,2,False,False,True,True,1,1,3,1,12,10,15,4,-1,-1,9,17,-1,368,0,East,367,2,0
4,10,2,False,False,True,True,1,1,3,1,12,10,15,5,-1,-1,8,17,-1,367,0,South,366,2,0
5,10,2,False,False,True,True,1,1,3,1,13,10,15,4,-1,-1,8,17,-1,366,0,East,365,2,0
6,10,2,False,False,True,True,1,1,3,1,13,9,16,4,-1,-1,8,15,-1,365,0,East,364,2,0
6,9,2,False,False,True,True,1,1,3,1,13,10,16,5,-1,-1,8,13,-1,364,0,South,363,2,0
6,10,2,False,False,True,True,1,1,3,1,13,9,15,5,-1,-1,8,15,-1,363,0,North,362,2,0
6,9,2,False,False,True,True,1,1,3,1,12,9,16,5,-1,-1,6,13,-1,362,0,South,361,2,0
7,9,2,False,False,True,True,1,1,3,1,12,10,15,5,-1,-1,6,11,-1,361,0,East,360,2,0
7,10,2,False,False,True,True,1,1,3,1,12,10,15,6,-1,-1,5,11,-1,360,0,North,359,2,0
8,10,2,False,False,True,True,1,1,3,1,11,10,14,6,-1,-1,3,9,-1,359,0,East,358,2,0
8,10,2,False,False,True,True,1,1,3,1,10,10,14,7,-1,-1,2,9,-1,358,0,East,357,2,0
8,9,2,False,False,True,True,1,1,3,1,10,9,14,7,-1,-1,2,9,-1,357,0,South,356,2,0
9,9,2,False,False,True,True,1,1,3,1,10,10,15,7,-1,-1,2,7,-1,356,0,East,555,1,0
10,9,1,False,False,False,True,1,1,3,1,5,1,14,7,-1,-1,-1,7,-1,555,0,East,554,1,0
10,8,1,False,False,False,True,1,1,3,1,5,1,15,7,-1,-1,-1,7,-1,554,0,South,553,1,0
10,7,1,False,False,False,True,1,1,3,1,5,1,16,7,-1,-1,-1,6,-1,553,0,South,552,1,0
11,7,1,False,False,False,True,1,1,3,1,5,1,16,7,-1,-1,-1,5,-1,552,0,East,551,1,0
11,8,1,False,False,False,True,1,1,3,1,5,1,16,7,-1,-1,-1,7,-1,551,0,North,550,1,0
11,7,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,6,-1,550,0,South,549,1,0
11,6,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,4,-1,549,0,South,548,1,0
12,6,1,False,False,False,True,1,1,3,1,5,1,15,6,-1,-1,-1,4,-1,548,0,East,547,1,0
13,6,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,4,-1,547,0,East,546,1,0
14,6,1,False,False,False,True,1,1,3,1,5,1,16,5,-1,-1,-1,2,-1,546,0,East,545,1,0
14,5,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,4,-1,545,0,South,544,1,0
14,6,1,False,False,False,True,1,1,3,1,5,1,17,6,-1,-1,-1,3,-1,544,0,North,543,1,0
15,6,1,False,False,False,True,1,1,3,1,5,1,17,6,-1,-1,-1,2,-1,543,0,East,542,1,0
16,6,1,False,False,False,True,1,1,3,1,5,1,17,6,-1,-1,-1,1,-1,542,0,East,741,0,0
17,6,0,False,False,False,False,1,1,3,1,5,1,17,6,-1,-1,-1,-1,-1,741,0,East,741,0,0
8,7,4,True,True,True,True,5,4,5,10,14,9,15,4,6,6,8,10,-1,-1,0,West,-2,4,0
8,6,4,True,True,True,True,5,4,5,10,14,9,15,4,5,7,9,9,-1,-2,0,South,-3,4,0
8,5,4,True,True,True,True,5,4,5,10,14,9,15,4,4,8,10,8,-1,-3,0,South,-4,4,0
8,4,4,True,True,True,True,5,4,5,10,14,9,15,4,3,9,11,7,-1,-4,0,South,-5,4,0
7,4,4,True,True,True,True,5,4,5,10,14,9,15,4,2,8,12,8,-1,-5,0,West,-6,4,0
6,4,4,True,True,True,True,5,4,5,10,14,9,15,4,1,7,13,9,-1,-6,0,West,193,3,0
5,4,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,6,14,10,-1,193,0,West,192,3,0
5,5,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,5,13,11,-1,192,0,North,191,3,0
5,6,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,4,12,12,-1,191,0,North,190,3,0
5,6,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,4,12,12,-1,190,0,North,189,3,0
5,5,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,5,13,11,-1,189,0,South,188,3,0
5,6,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,4,12,12,-1,188,0,North,187,3,0
5,6,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,4,12,12,-1,187,0,North,186,3,0
4,6,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,5,13,13,-1,186,0,West,185,3,0
4,7,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,4,12,14,-1,185,0,North,184,3,0
4,8,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,3,11,15,-1,184,0,North,183,3,0
4,9,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,2,10,16,-1,183,0,North,182,3,0
4,10,3,False,True,True,True,1,1,5,10,14,9,15,4,-1,1,11,17,-1,182,0,North,381,2,0
5,10,2,False,False,True,True,1,1,3,1,14,9,15,4,-1,-1,10,16,-1,381,0,East,380,2,0
5,9,2,False,False,True,True,1,1,3,1,14,9,15,4,-1,-1,9,15,-1,380,0,South,379,2,0
6,9,2,False,False,True,True,1,1,3,1,14,9,15,4,-1,-1,8,14,-1,379,0,East,378,2,0
7,9,2,False,False,True,True,1,1,3,1,14,9,15,4,-1,-1,7,13,-1,378,0,East,377,2,0
8,9,2,False,False,True,True,1,1,3,1,14,9,15,4,-1,-1,6,12,-1,377,0,East,376,2,0
9,9,2,False,False,True,True,1,1,3,1,14,9,15,4,-1,-1,5,11,-1,376,0,East,375,2,0
10,9,2,False,False,True,True,1,1,3,1,14,9,15,4,-1,-1,4,10,-1,375,0,East,374,2,0
11,9,2,False,False,True,True,1,1,3,1,14,9,15,4,-1,-1,3,9,-1,374,0,East,373,2,0
12,9,2,False,False,True,True,1,1,3,1,14,9,15,4,-1,-1,2,8,-1,373,0,East,372,2,0
13,9,2,False,False,True,True,1,1,3,1,14,9,15,4,-1,-1,1,7,-1,372,0,East,571,1,0
14,9,1,False,False,False,True,1,1,3,1,5,1,15,4,-1,-1,-1,6,-1,571,0,East,570,1,0
14,8,1,False,False,False,True,1,1,3,1,5,1,15,4,-1,-1,-1,5,-1,570,0,South,569,1,0
14,7,1,False,False,False,True,1,1,3,1,5,1,15,4,-1,-1,-1,4,-1,569,0,South,568,1,0
14,6,1,False,False,False,True,1,1,3,1,5,1,15,4,-1,-1,-1,3,-1,568,0,South,567,1,0
14,5,1,False,False,False,True,1,1,3,1,5,1,15,4,-1,-1,-1,2,-1,567,0,South,566,1,0
14,4,1,False,False,False,True,1,1,3,1,5,1,15,4,-1,-1,-1,1,-1,566,0,South,765,0,0
15,4,0,False,False,False,False,1,1,3,1,5,1,15,4,-1,-1,-1,-1,-1,765,0,East,765,0,0
3,5,4,True,True,True,True,4,11,12,8,14,7,15,10,7,12,13,16,1,99,150,North,198,4,149
3,6,4,True,True,True,True,4,11,12,8,15,7,15,9,6,11,13,16,1,198,149,North,297,4,148
3,7,4,True,True,True,True,4,10,13,8,15,6,15,10,4,11,13,14,1,297,148,North,396,4,147
3,8,4,True,True,True,True,4,11,12,8,15,6,14,10,4,9,14,12,1,396,147,North,495,4,146
3,9,4,True,True,True,True,4,10,13,8,14,6,14,9,2,11,14,12,1,495,146,North,594,4,145
3,10,4,True,True,True,True,4,11,13,7,14,7,14,10,2,13,14,12,1,594,145,North,693,4,144
3,11,4,True,True,True,True,4,11,14,7,13,7,14,11,1,15,14,10,1,693,144,North,992,3,143
4,11,3,False,True,True,True,1,1,13,7,13,6,13,11,-1,13,14,10,1,992,143,East,1091,3,142
5,11,3,False,True,True,True,1,1,14,7,14,6,13,10,-1,13,14,9,1,1091,142,East,1190,3,141
5,10,3,False,True,True,True,1,1,13,7,14,5,13,10,-1,11,14,8,1,1190,141,South,1289,3,140
6,10,3,False,True,True,True,1,1,12,7,14,4,13,10,-1,9,14,6,1,1289,140,East,1388,3,139
7,10,3,False,True,True,True,1,1,13,7,14,5,12,10,-1,9,12,6,1,1388,139,East,1487,3,138
8,10,3,False,True,True,True,1,1,13,8,14,6,13,10,-1,7,10,6,1,1487,138,East,1586,3,137
9,10,3,False,True,True,True,1,1,12,8,14,6,13,9,-1,5,9,4,1,1586,137,East,1685,3,136
9,9,3,False,True,True,True,1,1,12,9,14,6,13,10,-1,3,8,6,1,1685,136,South,1784,3,135
10,9,3,False,True,True,True,1,1,13,9,15,6,13,11,-1,3,8,4,1,1784,135,East,1883,3,134
11,9,3,False,True,True,True,1,1,13,10,14,6,12,11,-1,3,6,3,1,1883,134,East,1982,3,133
11,10,3,False,True,True,True,1,1,13,10,14,5,12,11,-1,2,8,3,1,1982,133,North,2281,2,132
12,10,2,False,False,True,True,1,1,3,1,14,6,13,11,-1,-1,6,3,1,2281,132,East,2380,2,131
12,11,2,False,False,True,True,1,1,3,1,14,5,14,11,-1,-1,8,2,1,2380,131,North,2679,1,130
13,11,1,False,False,True,False,1,1,3,1,14,5,14,11,-1,-1,7,-1,1,2679,130,East,2778,1,129
13,10,1,False,False,True,False,1,1,3,1,13,5,7,1,-1,-1,5,-1,1,2778,129,South,2877,1,128
13,9,1,False,False,True,False,1,1,3,1,14,5,7,1,-1,-1,5,-1,1,2877,128,South,2976,1,127
13,8,1,False,False,True,False,1,1,3,1,15,5,7,1,-1,-1,5,-1,1,2976,127,South,3075,1,126
13,7,1,False,False,True,False,1,1,3,1,14,5,7,1,-1,-1,3,-1,1,3075,126,South,3174,1,125
13,6,1,False,False,True,False,1,1,3,1,14,5,7,1,-1,-1,2,-1,1,3174,125,South,3273,1,124
13,5,1,False,False,True,False,1,1,3,1,14,4,7,1,-1,-1,2,-1,1,3273,124,South,3572,0,123
13,4,0,False,False,False,False,1,1,3,1,14,4,7,1,-1,-1,-1,-1,1,3572,123,South,3572,0,123
3,5,4,True,True,True,True,4,10,12,7,15,7,15,10,6,11,14,17,1,99,150,North,198,4,149
3,6,4,True,True,True,True,4,10,12,7,15,7,15,10,5,10,13,16,1,198,149,North,297,4,148
3,7,4,True,True,True,True,4,10,12,7,15,7,15,10,4,9,12,15,1,297,148,North,396,4,147
3,8,4,True,True,True,True,4,10,12,7,15,7,15,10,3,10,13,14,1,396,147,North,495,4,146
3,9,4,True,True,True,True,4,10,12,7,15,7,15,10,2,11,14,13,1,495,146,North,594,4,145
3,10,4,True,True,True,True,4,10,12,7,15,7,15,10,1,12,15,12,1,594,145,North,793,3,145
4,10,3,False,True,True,True,1,1,12,7,15,7,15,10,-1,11,14,11,1,793,145,East,892,3,144
4,9,3,False,True,True,True,1,1,12,7,15,7,15,10,-1,10,13,12,1,892,144,South,991,3,143
4,8,3,False,True,True,True,1,1,12,7,15,7,15,10,-1,9,12,13,1,991,143,South,1090,3,142
4,7,3,False,True,True,True,1,1,12,7,15,7,15,10,-1,8,11,14,1,1090,142,South,1189,3,141
5,7,3,False,True,True,True,1,1,12,7,15,7,15,10,-1,7,10,13,1,1189,141,East,1288,3,140
6,7,3,False,True,True,True,1,1,12,7,15,7,15,10,-1,6,9,12,1,1288,140,East,1387,3,139
7,7,3,False,True,True,True,1,1,12,7,15,7,15,10,-1,5,8,11,1,1387,139,East,1486,3,138
8,7,3,False,True,True,True,1,1,12,7,15,7,15,10,-1,4,7,10,1,1486,138,East,1585,3,137
9,7,3,False,True,True,True,1,1,12,7,15,7,15,10,-1,3,6,9,1,1585,137,East,1684,3,136
10,7,3,False,True,True,True,1,1,12,7,15,7,15,10,-1,2,5,8,1,1684,136,East,1783,3,135
11,7,3,False,True,True,True,1,1,12,7,15,7,15,10,-1,1,4,7,1,1783,135,East,1982,2,135
12,7,2,False,False,True,True,1,1,3,1,15,7,15,10,-1,-1,3,6,1,1982,135,East,2081,2,134
13,7,2,False,False,True,True,1,1,3,1,15,7,15,10,-1,-1,2,5,1,2081,134,East,2180,2,133
14,7,2,False,False,True,True,1,1,3,1,15,7,15,10,-1,-1,1,4,1,2180,133,East,2379,1,133
15,7,1,False,False,False,True,1,1,3,1,5,1,15,10,-1,-1,-1,3,1,2379,133,East,2478,1,132
15,8,1,False,False,False,True,1,1,3,1,5,1,15,10,-1,-1,-1,2,1,2478,132,North,2577,1,131
15,9,1,False,False,False,True,1,1,3,1,5,1,15,10,-1,-1,-1,1,1,2577,131,North,2776,0,131
15,10,0,False,False,False,False,1,1,3,1,5,1,15,10,-1,-1,-1,-1,1,2776,131,North,2776,0,131
12,11,4,True,True,True,True,4,6,5,12,12,6,13,12,13,8,5,1,8,-1,1,North,-2,4,1
12,12,4,True,True,True,True,4,5,5,13,11,6,13,11,15,8,7,1,9,-2,1,North,197,3,1
12,11,3,True,True,True,False,4,6,5,13,12,6,7,1,13,9,5,-1,8,197,1,South,196,3,1
12,10,3,True,True,True,False,4,7,6,13,12,5,7,1,11,9,5,-1,7,196,1,South,195,3,1
12,9,3,True,True,True,False,5,7,6,13,11,5,7,1,9,10,5,-1,6,195,1,South,194,3,1
12,8,3,True,True,True,False,5,7,7,13,11,5,7,1,8,10,4,-1,7,194,1,South,193,3,1
12,7,3,True,True,True,False,5,8,8,13,11,4,7,1,8,10,4,-1,8,193,1,South,192,3,1
12,6,3,True,True,True,False,6,8,8,13,12,4,7,1,8,11,2,-1,9,192,1,South,191,3,1
12,5,3,True,True,True,False,6,7,8,14,12,3,7,1,8,13,2,-1,10,191,1,South,390,2,1
12,4,2,True,True,False,False,6,6,7,14,5,1,7,1,8,15,-1,-1,11,390,1,South,389,2,1
12,5,2,True,True,False,False,7,6,8,14,5,1,7,1,6,13,-1,-1,10,389,1,North,388,2,1
12,6,2,True,True,False,False,7,5,8,14,5,1,7,1,6,12,-1,-1,9,388,1,North,387,2,1
12,5,2,True,True,False,False,8,5,8,13,5,1,7,1,4,12,-1,-1,10,387,1,South,386,2,1
